"DESCRIPTION","DURATION IN MS","NAME","PARENT SUITE","START TIME","STATUS","STOP TIME","SUB SUITE","SUITE","TEST CLASS","TEST METHOD"
"","3701","verify search products imac - iMac","chromium","2026-06-29","passed","2026-06-29","","search.spec.ts","",""
"","2387","login page title @smoke","chromium","2026-06-29","passed","2026-06-29","","loginpage.spec.ts","",""
"","2831","login with wrong creadentials json username: Tirth password: @smoke","chromium","2026-06-29","passed","2026-06-29","","loginpage_fixture.spec.ts","",""
"","2406","forget pwd link exist test @smoke","chromium","2026-06-29","passed","2026-06-29","","loginpage_fixture.spec.ts","",""
"","4570","verify user is able to land in product page- MacBook Air","chromium","2026-06-29","passed","2026-06-29","","search.spec.ts","",""
"","3102","home page hedder exist test @smoke","chromium","2026-06-29","passed","2026-06-29","","homepage_fictures.spec.ts","",""
"","2924","login with wrong creadentials json username: Tirth@abc.com password: qwe @smoke","chromium","2026-06-29","passed","2026-06-29","","loginpage_fixture.spec.ts","",""
"","3345","valid login test @smoke","chromium","2026-06-29","passed","2026-06-29","","loginpage.spec.ts","",""
"","3360","home page title test","chromium","2026-06-29","passed","2026-06-29","","homepage.spec.ts","",""
"","2734","login with wrong creadentials username: invalid@open.com password: wrong123","chromium","2026-06-29","passed","2026-06-29","","loginpage_fixture.spec.ts","",""
"","4569","verify user is able to land in product page- iMac","chromium","2026-06-29","passed","2026-06-29","","search.spec.ts","",""
"","3497","verify search products macbook - MacBook Air","chromium","2026-06-29","passed","2026-06-29","","search.spec.ts","",""
"","1608","Delete User @smoke @api","chromium","2026-06-29","passed","2026-06-29","","api/user_api_E2E.spec.ts","",""
"","2365","login page title","chromium","2026-06-29","passed","2026-06-29","","loginpage_fixture.spec.ts","",""
"","378","Create a new user Mohan @api","chromium","2026-06-29","passed","2026-06-29","","api/user.api.spec.ts","",""
"","393","get all users@smoke @api","chromium","2026-06-29","passed","2026-06-29","","api/user.api.spec.ts","",""
"","2023","Update User","chromium","2026-06-29","passed","2026-06-29","","api/user_api_E2E.spec.ts","",""
"","3818","login to app using wrong creadentials","chromium","2026-06-29","passed","2026-06-29","","loginpage_fixture.spec.ts","",""
"","3155","valid login test","chromium","2026-06-29","passed","2026-06-29","","loginpage_fixture.spec.ts","",""
"","3596","verify user is able to land in product page- null","chromium","2026-06-29","passed","2026-06-29","","search.spec.ts","",""
"","2338","forget pwd link exist test","chromium","2026-06-29","passed","2026-06-29","","loginpage.spec.ts","",""
"","3706","verify search products macbook - MacBook Pro","chromium","2026-06-29","passed","2026-06-29","","search.spec.ts","",""
"","4742","verify user is able to land in product page- MacBook Pro","chromium","2026-06-29","passed","2026-06-29","","search.spec.ts","",""
"","1271","Create users @smoke @api","chromium","2026-06-29","passed","2026-06-29","","api/user_api_E2E.spec.ts","",""
"","401","Create a new user Ram @api","chromium","2026-06-29","passed","2026-06-29","","api/user.api.spec.ts","",""
"","2990","login with wrong creadentials username: pwtestbatch@open.com password:","chromium","2026-06-29","passed","2026-06-29","","loginpage_fixture.spec.ts","",""
"","2866","login with wrong creadentials username: password: pw1234","chromium","2026-06-29","passed","2026-06-29","","loginpage_fixture.spec.ts","",""
"","433","Create a new user Raja @api","chromium","2026-06-29","passed","2026-06-29","","api/user.api.spec.ts","",""
"","3439","home page title test","chromium","2026-06-29","passed","2026-06-29","","homepage_fictures.spec.ts","",""
"","3724","search product test","chromium","2026-06-29","passed","2026-06-29","","search.spec.ts","",""
"","3193","home page hedder exist test","chromium","2026-06-29","passed","2026-06-29","","homepage.spec.ts","",""
"","2785","login with wrong creadentials json username: password: qwe @smoke","chromium","2026-06-29","passed","2026-06-29","","loginpage_fixture.spec.ts","",""
"","3658","verify search products airtel - null","chromium","2026-06-29","passed","2026-06-29","","search.spec.ts","",""
