"DESCRIPTION","DURATION IN MS","NAME","PARENT SUITE","START TIME","STATUS","STOP TIME","SUB SUITE","SUITE","TEST CLASS","TEST METHOD"
"","2343","login with wrong creadentials json username: password: qwe @smoke","chromium","2026-06-29","passed","2026-06-29","","loginpage_fixture.spec.ts","",""
"","2244","login with wrong creadentials json username: Tirth password: @smoke","chromium","2026-06-29","passed","2026-06-29","","loginpage_fixture.spec.ts","",""
"","2464","home page hedder exist test @smoke","chromium","2026-06-29","passed","2026-06-29","","homepage_fictures.spec.ts","",""
"","1195","get all users@smoke @api","chromium","2026-06-29","passed","2026-06-29","","api/user.api.spec.ts","",""
"","2456","Delete User @smoke @api","chromium","2026-06-29","passed","2026-06-29","","api/user_api_E2E.spec.ts","",""
"","2484","valid login test @smoke","chromium","2026-06-29","passed","2026-06-29","","loginpage.spec.ts","",""
"","1603","login page title @smoke","chromium","2026-06-29","passed","2026-06-29","","loginpage.spec.ts","",""
"","1543","Create users @smoke @api","chromium","2026-06-29","passed","2026-06-29","","api/user_api_E2E.spec.ts","",""
"","1877","forget pwd link exist test @smoke","chromium","2026-06-29","passed","2026-06-29","","loginpage_fixture.spec.ts","",""
"","2331","login with wrong creadentials json username: Tirth@abc.com password: qwe @smoke","chromium","2026-06-29","passed","2026-06-29","","loginpage_fixture.spec.ts","",""
