"DESCRIPTION","DURATION IN MS","NAME","PARENT SUITE","START TIME","STATUS","STOP TIME","SUB SUITE","SUITE","TEST CLASS","TEST METHOD"
"","1823","forget pwd link exist test @smoke","chromium","2026-06-29","passed","2026-06-29","","loginpage_fixture.spec.ts","",""
"","3028","verify search products macbook - MacBook Pro","chromium","2026-06-29","passed","2026-06-29","","search.spec.ts","",""
"","3777","verify user is able to land in product page- MacBook Pro","chromium","2026-06-29","passed","2026-06-29","","search.spec.ts","",""
"","2145","login with wrong creadentials json username: password: qwe @smoke","chromium","2026-06-29","passed","2026-06-29","","loginpage_fixture.spec.ts","",""
"","2294","login with wrong creadentials username: password: pw1234","chromium","2026-06-29","passed","2026-06-29","","loginpage_fixture.spec.ts","",""
"","2788","valid login test @smoke","chromium","2026-06-29","passed","2026-06-29","","loginpage.spec.ts","",""
"","2952","home page title test","chromium","2026-06-29","passed","2026-06-29","","homepage.spec.ts","",""
"","3535","verify user is able to land in product page- iMac","chromium","2026-06-29","passed","2026-06-29","","search.spec.ts","",""
"","2330","login page title @smoke","chromium","2026-06-29","passed","2026-06-29","","loginpage.spec.ts","",""
"","2418","login with wrong creadentials username: invalid@open.com password: wrong123","chromium","2026-06-29","passed","2026-06-29","","loginpage_fixture.spec.ts","",""
"","2210","login with wrong creadentials json username: Tirth@abc.com password: qwe @smoke","chromium","2026-06-29","passed","2026-06-29","","loginpage_fixture.spec.ts","",""
"","1859","Update User","chromium","2026-06-29","passed","2026-06-29","","api/user_api_E2E.spec.ts","",""
"","2939","search product test","chromium","2026-06-29","passed","2026-06-29","","search.spec.ts","",""
"","2864","valid login test","chromium","2026-06-29","passed","2026-06-29","","loginpage_fixture.spec.ts","",""
"","1432","Create users @smoke @api","chromium","2026-06-29","passed","2026-06-29","","api/user_api_E2E.spec.ts","",""
"","2963","verify search products airtel - null","chromium","2026-06-29","passed","2026-06-29","","search.spec.ts","",""
"","2937","home page hedder exist test @smoke","chromium","2026-06-29","passed","2026-06-29","","homepage_fictures.spec.ts","",""
"","1830","login page title","chromium","2026-06-29","passed","2026-06-29","","loginpage_fixture.spec.ts","",""
"","2141","login with wrong creadentials json username: Tirth password: @smoke","chromium","2026-06-29","passed","2026-06-29","","loginpage_fixture.spec.ts","",""
"","343","Create a new user Raja @api","chromium","2026-06-29","passed","2026-06-29","","api/user.api.spec.ts","",""
"","2577","home page hedder exist test","chromium","2026-06-29","passed","2026-06-29","","homepage.spec.ts","",""
"","300","get all users@smoke @api","chromium","2026-06-29","passed","2026-06-29","","api/user.api.spec.ts","",""
"","2643","home page title test","chromium","2026-06-29","passed","2026-06-29","","homepage_fictures.spec.ts","",""
"","1806","forget pwd link exist test","chromium","2026-06-29","passed","2026-06-29","","loginpage.spec.ts","",""
"","3024","verify search products macbook - MacBook Air","chromium","2026-06-29","passed","2026-06-29","","search.spec.ts","",""
"","338","Create a new user Ram @api","chromium","2026-06-29","passed","2026-06-29","","api/user.api.spec.ts","",""
"","3584","verify user is able to land in product page- MacBook Air","chromium","2026-06-29","passed","2026-06-29","","search.spec.ts","",""
"","1817","Delete User @smoke @api","chromium","2026-06-29","passed","2026-06-29","","api/user_api_E2E.spec.ts","",""
"","2956","verify search products imac - iMac","chromium","2026-06-29","passed","2026-06-29","","search.spec.ts","",""
"","3606","login to app using wrong creadentials","chromium","2026-06-29","passed","2026-06-29","","loginpage_fixture.spec.ts","",""
"","325","Create a new user Mohan @api","chromium","2026-06-29","passed","2026-06-29","","api/user.api.spec.ts","",""
"","2998","verify user is able to land in product page- null","chromium","2026-06-29","passed","2026-06-29","","search.spec.ts","",""
"","2370","login with wrong creadentials username: pwtestbatch@open.com password:","chromium","2026-06-29","passed","2026-06-29","","loginpage_fixture.spec.ts","",""
